"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","24816686","長天恒實業股份有限公司","臺北市中山區民權西路20號6樓之7","李炳煌","777860000","1080227"
"2","28114530","原睿科技股份有限公司","新竹縣寶山鄉創新ㄧ路5號3樓","黃森煌","100000000","1080223"
"3","29187572","全球智慧城市股份有限公司","高雄市前鎮區復興四路2號4樓之1","孫治國","1000000","1080221"
"4","42931483","禾宇科技農業有限公司","臺南市南區大忠里國民路216號1樓","吳曜宇","1000000","1080130"
"5","42931499","萬眾食材有限公司","臺南市仁德區新田二街116巷66號","黃英富","300000","1080131"
"6","42931505","潮立畜產股份有限公司","臺南市仁德區上崙里德善路３０５巷１３弄１８５號","黃朝宗","6000000","1080131"
"7","42931511","亞璇藝術行銷整合有限公司","臺南市歸仁區沙崙里二甲128號3樓","陳品璇","300000","1080131"
"8","42931527","三利有限公司","臺南市安南區海佃里海佃路一段145號1樓","邱柏璋","3000000","1080131"
"9","42931532","光洋科投資有限公司","臺南市東區自強里東門路三段31號3樓","黃俊義","500000","1080201"
"10","42931548","貝樂星有限公司","臺南市東區自強里富農街一段191巷14號1樓","吳景淑","100000","1080131"
"11","42931553","吉祥發開發股份有限公司","臺南市東區崇成里崇道路102號8樓","蘇玲昭","19000000","1080131"
"12","42931569","德霖運通有限公司","臺南市永康區中正三街131號2樓","張進德","25000000","1080201"
"13","42931575","新集美實業有限公司","臺南市安南區淵中里安中路四段43號","杜澄柏","1000","1080201"
"14","42931580","登稘實業有限公司","臺南市仁德區仁義里中山路137號1樓","簡士傑","1000000","1080201"
"15","42931596","宇鴻生技有限公司","臺南市東區裕農路352號7樓","孫元中","300000","1080131"
"16","42931603","依利莎有限公司","臺南市東區崇明里大同路二段671號3樓","何潔蓮","6000000","1080201"
"17","42931619","印林有限公司","臺南市安平區平安里民權路四段281號1樓","陳威霖","200000","1080201"
"18","42931625","寶貝味兒有限公司","臺南市北區公園里公園南路65號12樓","王怡雯","100000","1080211"
"19","42931630","第一熱食有限公司","臺南市北區公園里公園南路65號12樓","黃平","100000","1080201"
"20","42931646","研究生好窮有限公司","臺南市北區公園里公園南路65號12樓","簡譜軒","100000","1080201"
"21","42931651","聖泉淨水股份有限公司","臺南市仁德區後壁里民安路一段310巷29弄5號1樓","林志龍","6000000","1080212"
"22","42931667","芯漾生醫股份有限公司","臺南市東區東成街182巷1弄3號1樓","陳朝琴","500000","1080212"
"23","42931673","人生製造所有限公司","臺南市北區公園里公園南路65號12樓","林昀萱","100000","1080212"
"24","42931688","鉦瑀國際有限公司","臺南市永康區安康里中華路619巷22弄31號1樓","鄭迦駿","500000","1080211"
"25","42931694","森南設計有限公司","臺南市北區公園里公園南路65號12樓","洪胤哲","100000","1080211"
"26","42931701","境象藝術股份有限公司","臺南市東區裕農里東寧路342號7樓","陳泰全","1000000","1080212"
"27","42931717","富諾特國際有限公司","臺南市中西區康樂街261號1樓","吳淑芬","1000000","1080212"
"28","42931723","天盛工藝股份有限公司","臺南市南區中華南路一段181號1樓","歐陽皓偉","8000000","1080212"
"29","42931738","世豐科技有限公司","臺南市新市區大營里大營131之37號3樓","陳榮逸","2000000","1080212"
"30","42931759","祥盛商業有限公司","臺南市東區東寧路542號4樓之1","黃富盛","100000","1080212"
"31","42931765","祐昇精密工業有限公司","臺南市永康區塩洲里正南二街89號1樓","李忠祐","1000000","1080213"
"32","42931771","台罡科技股份有限公司","臺南市東區成大里育樂街168巷8號1樓","楊雯纓","1600000","1080213"
"33","42931786","立岳工程有限公司","臺南市安南區頂安里頂安街526巷9弄17號1樓","梁柏彥","1000000","1080213"
"34","42931792","創甡生物科技股份有限公司","臺南市中西區赤嵌里中山路99號1樓","丁珍語","5000000","1080214"
"35","42931809","平和資源科技股份有限公司","臺南市東區自強里中華東路二段167號5樓之5","洪銘仁","10000000","1080214"
"36","42931821","臺熒有限公司","臺南市安南區安富里郡安路五段184巷24弄35號1樓","陳勝雄","100000","1080214"
"37","42931836","松柏田股份有限公司","臺南市佳里區子龍里後庄24之2號1樓","陳泰全","1000000","1080214"
"38","42931842","展鄴土木包工業有限公司","臺南市大內區石城里石子瀨117之9號2樓","張順億","1000000","1080214"
"39","42931857","銘臣國際開發有限公司","臺南市永康區崑山里大灣路933號1樓","邢家銘","300000","1080214"
"40","42931863","天地人蛋品股份有限公司","臺南市關廟區下湖里關新路一段135巷100號","林鳯春","28000000","1080215"
"41","42931879","格蘭迪有限公司","臺南市東區崇明里大同路二段671號3樓","何潔儀","6000000","1080214"
"42","42931884","雲沃設計有限公司","臺南市中西區開山路127巷71-1號","邱慈芸","100000","1080215"
"43","42931890","松霖資訊有限公司","臺南市東區東門路三段31號3樓","王志雄","200000","1080215"
"44","42931907","神乎奇際股份有限公司","臺南市北區和順里西門路三段159號11樓之3","張田鏞","200000","1080215"
"45","42931913","永得行銷有限公司","臺南市新營區開元路235號1樓","陳琲貞","1000000","1080218"
"46","42931929","水中維有限公司","臺南市歸仁區看西里成功六街126號","余宗燁","1000000","1080215"
"47","42931934","朝龍國際有限公司","臺南市北區成功路2號4樓之5","石俊鴻","50000","1080215"
"48","42931940","千易五金有限公司","臺南市柳營區東昇里452之23號1樓","詹欣宜","500000","1080219"
"49","42931955","鴻經能源股份有限公司","臺南市北區文元里和緯路三段214號5樓","洪煜昌","30000000","1080218"
"50","42931961","億久科技股份有限公司","臺南市新營區府西路231巷17號1樓","陳文吉","5000000","1080218"
