"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","28114567","易達通科技股份有限公司","新竹市東區力行一路1號1樓A12-5","林仕國","1404000","1080523"
"2","42369647","西島風力發電股份有限公司","彰化縣彰化市中華西路369號10樓之1","Mads Skovgaard-Andersen","25000000","1080507"
"3","42369695","彰芳風力發電股份有限公司","彰化縣彰化市中華西路369號10樓之1","Mads Skovgaard-Andersen","28000000","1080508"
"4","42937254","鴻觀興業有限公司","臺南市安南區溪墘里海佃路一段158巷8號三樓","陳昱璁","1000000","1080430"
"5","42937260","金寶鋼實業有限公司","臺南市中西區民生路2段307號21樓之1","林靖淳","2000000","1080430"
"6","42937276","芊富工程有限公司","臺南市新市區永就里永就6-27號","楊百文","3000000","1080430"
"7","42937281","宏俊有限公司","臺南市佳里區民安里新宅15之20號","陳穎俊","200000","1080502"
"8","42937297","永旭顧問有限公司","臺南市北門區慈安里三寮灣380之30號","林于菁","100000","1080501"
"9","42937304","冠昱企業有限公司","臺南市新市區大社里大社586號1樓","蘇耿琛","3000000","1080430"
"10","42937310","知森數位開發有限公司","臺南市仁德區仁義里中山路469號一樓","林宜蒨","320000","1080430"
"11","42937331","詰通有限公司","臺南市東區崇信里中華東路三段64號","方珮宜","250000","1080430"
"12","42937347","銳穎起重有限公司","臺南市安南區公里安興街91巷3號1樓","林益銜","1565000","1080430"
"13","42937352","德富食品國際有限公司","臺南市安南區淵東里本原街三段169巷26弄26號2樓","郭彥宏","1000000","1080501"
"14","42937368","覓食餐飲文化有限公司","臺南市北區大興里北門路二段237巷34弄7號","黃瓊慧","600000","1080501"
"15","42937374","金旺來農產有限公司","臺南市關廟區香洋里南雄路一段1096號2樓","汪忠意","1000000","1080501"
"16","42937389","金侯莊有限公司","臺南市安南區溪心里海環街715巷41弄6號1樓","莊文發","200000","1080502"
"17","42937395","旭峰金屬有限公司","臺南市歸仁區大潭里大潭二街41號1樓","陳信加","300000","1080502"
"18","42937402","帝冠科技有限公司","臺南市新化區太平里民生路314巷71號1樓","王怡淑","300000","1080502"
"19","42937418","日安實業有限公司","臺南市安南區安東里安和路一段478巷2弄115號1樓","蔡尚晏","700000","1080502"
"20","42937424","力威控制系統有限公司","臺南市東區大學路12巷1-7號二樓","江建興","1000000","1080502"
"21","42937439","飄香有限公司","臺南市東區崇學路165號7樓","陳立奇","50000","1080502"
"22","42937450","視天下科技有限公司","臺南市安南區工明南一路65號1樓","簡義昇","3600000","1080502"
"23","42937466","鑫信財富顧問有限公司","臺南市永康區中華路1-43號","張金祥","200000","1080502"
"24","42937472","第一裕富貿易有限公司","臺南市東區裕和路322號二樓","華相寧","500000","1080502"
"25","42937487","昇坤明國際股份有限公司","臺南市關廟區香洋里民權街196巷15弄9號1樓","陳紘靖","1200000","1080503"
"26","42937493","倫有有限公司","臺南市南區灣裡路351巷28之1號一樓","何國綸","100000","1080502"
"27","42937509","艾爾法貿易有限公司","臺南市北區福德里文成一路６２號二樓","林芳伊","500000","1080503"
"28","42937515","浤盛精密機械有限公司","臺南市安南區公學路五段５２７巷１２弄５６號一樓","陳緯倫","2000000","1080503"
"29","42937521","盛鴻興能源科技有限公司","臺南市中西區文賢里西和路187號一樓","鍾黃銘玉","4500000","1080502"
"30","42937536","鑫暉資訊有限公司","臺南市東區崇信里東門路二段432號","郭東照","1000000","1080503"
"31","42937542","東鋒小客車租賃有限公司","臺南市北區中樓里前鋒路255號1樓","張煌林","5000000","1080503"
"32","42937557","騂禓系統工程有限公司","臺南市安南區安富里12鄰安富街251巷59號1樓","柯延青","200000","1080503"
"33","42937563","糧舍國際有限公司","臺南市善化區文正里進學路99巷22號","李婉慈","1000000","1080503"
"34","42937579","皇金萬建設有限公司","臺南市南區光明里新興路525號2樓","吳德良","500000","1080503"
"35","42937584","品狐有限公司","臺南市東區崇善里崇善八街22巷2號3樓","張福成","200000","1080506"
"36","42937590","炬貿科技有限公司","臺南市安南區泰安街１６巷７弄８號一樓","鍾璨鴻","50000","1080503"
"37","42937607","生鴻國際貿易有限公司","臺南市永康區小東路685巷8之14號1樓","吳威儒","2500000","1080506"
"38","42937613","赫峯國際貿易有限公司","臺南市將軍區西甲里西華134之1號1樓","林柏宏","1000000","1080503"
"39","42937629","展鋐金屬有限公司","臺南市新市區新和里富強路31巷11號2樓","李政霖","200000","1080506"
"40","42937634","新亮企業股份有限公司","臺南市安平區中華西路二段317號4樓","陳緯喆","6500000","1080507"
"41","42937640","瀚揚綠能有限公司","臺南市永康區正強里中正路１２７巷二十四弄９號一樓","謝淑宜","500000","1080506"
"42","42937655","峰典建設有限公司","臺南市東區虎尾里東成街99號一樓","賴亮毅","5000000","1080425"
"43","42937661","中宣科技股份有限公司","臺南市新市區自由街7號","佐藤道房","70000000","1080506"
"44","42937677","摩斯特科技有限公司","臺南市善化區小新營318之29號1樓","陳志忠","5000000","1080508"
"45","42937682","程鑫金屬有限公司","臺南市安定區蘇厝里蘇厝293之97號1樓","穆國程","200000","1080507"
"46","42937698","金居建設有限公司","臺南市學甲區慈福里華宗路410號1樓","劉子照","2000000","1080507"
"47","42937705","宸君投資股份有限公司","臺南市永康區勝利里33鄰中華路1-131號","郭明昌","50000","1080506"
"48","42937732","孟龍有限公司","臺南市安南區溪東里北安路二段93巷41號","郭暐晸","500000","1080506"
"49","42937748","全普有限公司","臺南市安平區國平里健康路三段309號27樓之2","蘇怡仁","1000000","1080508"
"50","42937753","聯鋐營造有限公司","臺南市南區永成路三段３４７巷３０號二樓","張蘭","4000000","1080507"
"51","42937769","蘊域文化規劃有限公司","臺南市北區文元里文賢路1180巷31號1樓","洪嘉呈","300000","1080508"
"52","42937775","勁塑彈性體有限公司","臺南市新市區新和里信義街67-3號1樓","魏文麗","13000000","1080509"
"53","42937780","新承地產開發有限公司","臺南市永康區永明里中山北路164巷158弄16號1樓","胡承莉","100000","1080508"
"54","42937796","上汯數控股份有限公司","臺南市永康區尚頂里塩信街146巷35號","邱永彬","5000000","1080508"
"55","42937819","凱誠工業有限公司","臺南市東區裕聖里裕信路330之6號1樓","宋凱裕","300000","1080508"
"56","42937830","冠樂娛樂股份有限公司","臺南市安平區育平五街51號一樓","錢安悌","1000000","1080508"
"57","42937846","凱欣有限公司","臺南市永康區中華里3鄰小東路653號3樓","陳灯岳","2000000","1080508"
