"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","24816617","三中東區啦啦寶都股份有限公司","臺北市中正區忠孝西路1段66號26樓","下町一朗","500000000","1080122"
"2","28114525","竹寶智能科技股份有限公司","新竹市東區力行一路1號1樓B5-8","沈敏宏","2000000","1080125"
"3","29187530","保導台灣有限公司","高雄市前鎮區成功二路25號2樓(A)","","1000000","1080108"
"4","29187567","瑪富電子有限公司","高雄市前鎮區復興四路10號5樓之5","","1000000","1080124"
"5","42929775","恒塑科技股份有限公司","臺南市仁德區新田二街１號1樓","吳榮彬","50000000","1080102"
"6","42929851","文鼎音樂文化有限公司","臺南市安南區城北里郡安路四段５９號","許文鼎","6000000","1071231"
"7","42929901","鋇特力股份有限公司","臺南市北區實踐街71巷97號2樓","許永良","3000000","1071228"
"8","42929917","快錕投資有限公司","臺南市安平區華平里健康二街519號","陳怡穎","200000","1071228"
"9","42929923","智懋投資股份有限公司","臺南市北區福德里育德路５９９巷２３號","許瑞峯","62000000","1080104"
"10","42929938","甫霖投資有限公司","臺南市中西區法華街176-3號5樓","郭明潔","47744675","1080107"
"11","42929959","嘉豐汽車科技有限公司","臺南市永康區南灣里南興路94號","唐嘉宏","500000","1080104"
"12","42929965","群酈生技有限公司","臺南市中西區淺草里金華路三段230號3樓之1","林麗玲","300000","1080104"
"13","42929971","正紘有限公司","臺南市永康區中正南路640-2號1樓","高嘉鎂","200000","1080103"
"14","42929986","史坦利資源開發股份有限公司","臺南市佳里區博愛東街65號1樓","陳冬明","100000","1080104"
"15","42929992","振南科技有限公司","臺南市永康區成功路２４４巷６７號","胡燈山","300000","1080104"
"16","42930007","奇一科技有限公司","臺南市永康區復國里復國一路129號1樓","吳政勲","100000","1080104"
"17","42930013","全晟開發有限公司","臺南市西港區慶安里中山路117巷7弄7號1樓","郭炎林","1000000","1080104"
"18","42930029","鑫雲數據交換有限公司","臺南市麻豆區民權路66之65號1樓","孫家駿","100000","1080108"
"19","42930034","永成醫療器材有限公司","臺南市永康區大灣里民族路174號1樓","黃金葉","150000","1080107"
"20","42930055","欣安瓦斯管線工程有限公司","臺南市東區林森路一段395號10樓之3","曹永麗","1000000","1080107"
"21","42930061","愛足實業股份有限公司","臺南市東區龍山里崇學路285號2樓","昌全銘","1000000","1080107"
"22","42930077","粟寶實業有限公司","臺南市善化區蓮潭里蓮潭南街272巷8號","葉伊珊","5000000","1080108"
"23","42930082","千旭醫療器材有限公司","臺南市將軍區長榮里長榮68之7號1樓","黃美育","100000","1080107"
"24","42930098","登佑開發工程有限公司","臺南市安南區安富里安富街251巷56弄58號1樓","吳岱祐","1000000","1080107"
"25","42930105","艾塔菲設計有限公司","臺南市東區文聖里裕學路12號2樓","黃智龍","1000000","1080107"
"26","42930111","聖禾大飯店股份有限公司","臺南市中西區府前里西門路二段23號及23號3~12樓","黃國書","5000000","1080108"
"27","42930127","協安藥品有限公司","臺南市永康區永康里中山南路623號1樓","柯炯德","500000","1080108"
"28","42930132","登思柏生技有限公司","臺南市仁德區德洋二街３９巷７弄１２之１號１樓","陳一華","5000000","1080109"
"29","42930148","豐源飲水設備有限公司","臺南市南區府南里大成路2段223巷1弄1號","葉建明","1500000","1080108"
"30","42930153","聚綠工程有限公司","臺南市新市區新市里光華街183巷7弄10號1樓","鄭元慶","660000","1080108"
"31","42930169","銀寀實業有限公司","臺南市南區建南里德興路295號","蘇國欽","100000","1080109"
"32","42930175","巧力投資有限公司","臺南市中西區安海里金華路三段230號3樓之1","吳介呈","2000000","1080108"
"33","42930180","鑫匱建設有限公司","臺南市安南區理想里大安街415巷30號1樓","黃麗瑞","15000000","1080109"
"34","42930196","府震國際有限公司","臺南市新化區協興里太平街150巷55號1樓","郭承澤","500000","1080109"
"35","42930203","太穩餐飲事業股份有限公司","臺南市東區富強里裕農路288巷11號8樓","葉紀霖","500000","1080109"
"36","42930219","達印網創意有限公司","臺南市安平區怡平里建平十二街160號1樓","賴珣華","1000000","1080110"
"37","42930225","徐安娜影音行銷有限公司","臺南市安南區工業二路31號","徐慧如","200000","1080110"
"38","42930230","志昇機電有限公司","臺南市永康區二王里中山南路490巷12弄27號1樓","黃雅志","80000","1080110"
"39","42930246","華為人力派遣有限公司","臺南市安平區建平里慶平路88號4樓之5","張素月","250000","1080109"
"40","42930251","有佶國際貿易有限公司","臺南市永康區塩行里中正二街590號","張芃蓁","1000000","1080110"
"41","42930267","唯承有限公司","臺南市永康區建國里復興路98號1樓","鍾美雲","100000","1080110"
"42","42930273","翔準儀航國際有限公司","臺南市仁德區新田里北保一街91號3樓","許端益","1000000","1080109"
"43","42930288","言碩科技股份有限公司","臺南市歸仁區六甲里六甲八街149巷50弄12號","林士欽","4000000","1080110"
"44","42930294","多福小館有限公司","臺南市安定區六塊寮17之12號1樓","","300000","1080111"
"45","42930301","百洲門窗有限公司","臺南市新營區中營里開元路94號","楊昆諺","200000","1080110"
"46","42930317","富長鑫投資股份有限公司","臺南市仁德區中生里中洲226之17號","蔡博全","29496340","1080111"
"47","42930323","星鑽正興旅館有限公司","臺南市中西區安海里金華路3段218號","彭淀華","5000000","1080111"
"48","42930338","翰詠開發建設有限公司","臺南市永康區蔦松里蔦松二街87巷20號1樓","黃郁升","20000000","1080111"
"49","42930359","楷鉅建築有限公司","臺南市安南區安順里育安二街135巷15號1樓","黃淑玲","6000000","1080114"
